order_id,product_id,quantity,unit_price
ORD000001,PROD04075,3,20458000.0
ORD000001,PROD04668,2,11494000.0
ORD000002,PROD01681,3,2150000.0
ORD000002,PROD02962,2,377000.0
ORD000002,PROD01541,3,937000.0
ORD000002,PROD02154,1,9696000.0
ORD000003,PROD01417,1,248000.0
ORD000003,PROD03973,1,19876000.0
ORD000003,PROD00403,2,2750000.0
ORD000003,PROD04355,2,21586000.0
ORD000004,PROD03361,3,12581000.0
ORD000004,PROD03543,1,19605000.0
ORD000005,PROD02653,3,7747000.0
ORD000005,PROD03898,2,20719000.0
ORD000005,PROD02791,1,8250000.0
ORD000006,PROD03076,3,23364000.0
ORD000007,PROD04469,3,2722000.0
ORD000007,PROD02011,1,14191000.0
ORD000007,PROD00546,1,22444000.0
ORD000007,PROD04168,1,21178000.0
ORD000008,PROD02909,1,18837000.0
ORD000008,PROD01672,3,226000.0
ORD000009,PROD02388,3,684000.0
ORD000009,PROD03656,3,2187000.0
ORD000009,PROD01682,3,9353000.0
ORD000010,PROD04069,1,2319000.0
ORD000011,PROD00888,3,6397000.0
ORD000012,PROD02108,1,4781000.0
ORD000012,PROD01208,2,18791000.0
ORD000013,PROD01651,1,13860000.0
ORD000013,PROD03798,1,1290000.0
ORD000013,PROD01972,2,7149000.0
ORD000013,PROD00500,2,3816000.0
ORD000014,PROD01513,3,21995000.0
ORD000015,PROD03356,1,10210000.0
ORD000015,PROD00780,1,16607000.0
ORD000016,PROD00160,2,21091000.0
ORD000016,PROD00864,1,11425000.0
ORD000016,PROD02100,1,14111000.0
ORD000016,PROD00178,2,8245000.0
ORD000017,PROD01672,1,226000.0
ORD000017,PROD01058,1,18606000.0
ORD000018,PROD04319,1,15285000.0
ORD000019,PROD04623,3,21681000.0
ORD000019,PROD03846,2,16046000.0
ORD000020,PROD02553,1,10543000.0
ORD000020,PROD00978,1,17986000.0
ORD000020,PROD00487,3,4942000.0
ORD000020,PROD01889,3,2496000.0
ORD000021,PROD01159,3,10735000.0
ORD000021,PROD03840,1,14255000.0
ORD000022,PROD02708,3,8212000.0
ORD000022,PROD02326,3,18421000.0
ORD000023,PROD01297,2,4891000.0
ORD000023,PROD01880,1,21427000.0
ORD000023,PROD00190,3,1454000.0
ORD000023,PROD01534,2,16813000.0
ORD000024,PROD02264,1,10585000.0
ORD000024,PROD02883,1,5960000.0
ORD000025,PROD04350,2,11702000.0
ORD000025,PROD02239,2,5051000.0
ORD000026,PROD03493,3,8090000.0
ORD000026,PROD00716,3,7568000.0
ORD000026,PROD03156,3,14723000.0
ORD000027,PROD01912,1,1325000.0
ORD000027,PROD01831,3,24148000.0
ORD000027,PROD04579,2,10714000.0
ORD000028,PROD02758,3,13128000.0
ORD000029,PROD04267,2,17776000.0
ORD000030,PROD00435,2,15658000.0
ORD000030,PROD02856,2,3927000.0
ORD000031,PROD02672,1,7027000.0
ORD000031,PROD04531,3,24695000.0
ORD000032,PROD02334,3,2146000.0
ORD000032,PROD00163,2,22745000.0
ORD000033,PROD03221,2,9018000.0
ORD000033,PROD01295,3,14045000.0
ORD000033,PROD01131,2,24821000.0
ORD000033,PROD02107,3,20333000.0
ORD000034,PROD02305,2,467000.0
ORD000035,PROD04117,3,13026000.0
ORD000035,PROD02696,1,21198000.0
ORD000036,PROD04063,1,16160000.0
ORD000036,PROD02581,3,11685000.0
ORD000037,PROD04598,3,5895000.0
ORD000038,PROD01054,3,3796000.0
ORD000038,PROD03154,3,16778000.0
ORD000038,PROD01970,1,20330000.0
ORD000038,PROD03901,3,16090000.0
ORD000039,PROD00149,3,17551000.0
ORD000039,PROD04757,3,24717000.0
ORD000039,PROD01568,2,12440000.0
ORD000040,PROD01645,3,8393000.0
ORD000040,PROD02232,3,7111000.0
ORD000040,PROD04868,3,21532000.0
ORD000040,PROD01078,2,18101000.0
ORD000041,PROD02317,3,5071000.0
ORD000041,PROD04942,1,23935000.0
ORD000041,PROD03882,2,23553000.0
ORD000042,PROD03473,2,5208000.0
ORD000042,PROD02820,1,14425000.0
ORD000042,PROD02439,2,6492000.0
ORD000043,PROD03050,3,15098000.0
ORD000043,PROD02983,1,19562000.0
ORD000043,PROD02260,2,4513000.0
ORD000044,PROD03667,1,9333000.0
ORD000044,PROD00484,3,8333000.0
ORD000044,PROD00650,1,3882000.0
ORD000044,PROD04182,1,22579000.0
ORD000045,PROD01471,1,13082000.0
ORD000046,PROD04992,3,23330000.0
ORD000046,PROD03808,2,17244000.0
ORD000046,PROD03276,1,1581000.0
ORD000046,PROD03866,3,7212000.0
ORD000047,PROD01847,1,18899000.0
ORD000048,PROD02227,3,19872000.0
ORD000049,PROD04738,3,23952000.0
ORD000050,PROD01938,1,20084000.0
ORD000050,PROD04859,1,3520000.0
ORD000050,PROD01381,3,627000.0
ORD000051,PROD03167,2,2942000.0
ORD000052,PROD04971,2,16139000.0
ORD000052,PROD00006,3,5022000.0
ORD000053,PROD02507,3,12510000.0
ORD000054,PROD03625,2,2198000.0
ORD000055,PROD03611,1,18707000.0
ORD000055,PROD03252,2,24161000.0
ORD000055,PROD03370,3,21172000.0
ORD000056,PROD03153,1,11623000.0
ORD000056,PROD00795,1,10539000.0
ORD000056,PROD04355,1,21586000.0
ORD000056,PROD00479,2,10769000.0
ORD000057,PROD04142,2,4511000.0
ORD000057,PROD03748,1,6147000.0
ORD000057,PROD04698,2,22958000.0
ORD000058,PROD04526,2,6259000.0
ORD000058,PROD04376,2,24101000.0
ORD000058,PROD03760,2,20658000.0
ORD000059,PROD01670,2,6277000.0
ORD000059,PROD01794,1,14242000.0
ORD000060,PROD00646,3,21440000.0
ORD000061,PROD00857,3,18937000.0
ORD000061,PROD04386,1,4628000.0
ORD000062,PROD03337,3,19165000.0
ORD000063,PROD04025,2,12455000.0
ORD000064,PROD00155,1,14199000.0
ORD000065,PROD00908,3,15288000.0
ORD000066,PROD03375,2,9257000.0
ORD000066,PROD00591,3,1264000.0
ORD000066,PROD01617,3,8295000.0
ORD000066,PROD04286,1,1343000.0
ORD000067,PROD04956,3,14043000.0
ORD000067,PROD00331,2,2173000.0
ORD000068,PROD01050,3,24011000.0
ORD000068,PROD02838,1,14332000.0
ORD000068,PROD02182,3,6928000.0
ORD000068,PROD02469,3,14956000.0
ORD000069,PROD00860,2,13406000.0
ORD000070,PROD00102,2,5758000.0
ORD000070,PROD01851,2,21236000.0
ORD000070,PROD03815,2,11975000.0
ORD000071,PROD03028,3,6120000.0
ORD000071,PROD02566,1,3693000.0
ORD000071,PROD02809,2,20562000.0
ORD000072,PROD03894,2,9192000.0
ORD000072,PROD03741,2,19944000.0
ORD000072,PROD03083,1,12371000.0
ORD000073,PROD02614,2,17786000.0
ORD000073,PROD00688,2,5406000.0
ORD000073,PROD03832,1,4350000.0
ORD000074,PROD00937,2,1402000.0
ORD000074,PROD00697,1,10432000.0
ORD000075,PROD03261,1,23758000.0
ORD000075,PROD02410,3,3679000.0
ORD000076,PROD00458,1,6404000.0
ORD000076,PROD03481,1,177000.0
ORD000077,PROD01650,3,5285000.0
ORD000077,PROD01253,1,23297000.0
ORD000078,PROD02510,1,8663000.0
ORD000078,PROD01319,2,21815000.0
ORD000078,PROD02905,3,19827000.0
ORD000078,PROD00535,3,11399000.0
ORD000079,PROD04044,2,24045000.0
ORD000079,PROD03805,1,6299000.0
ORD000079,PROD02452,3,22343000.0
ORD000079,PROD02527,1,16418000.0
ORD000080,PROD04837,2,5201000.0
ORD000081,PROD01239,2,19143000.0
ORD000081,PROD01155,2,6831000.0
ORD000082,PROD00097,2,7856000.0
ORD000083,PROD00584,2,10753000.0
ORD000083,PROD01435,1,13500000.0
ORD000083,PROD03261,3,23758000.0
ORD000083,PROD04042,1,5267000.0
ORD000084,PROD02301,3,4197000.0
ORD000084,PROD03545,3,16605000.0
ORD000084,PROD03098,1,502000.0
ORD000085,PROD01702,1,9711000.0
ORD000085,PROD04737,1,1199000.0
ORD000085,PROD03254,2,20993000.0
ORD000086,PROD02540,1,6927000.0
ORD000087,PROD04286,2,1343000.0
ORD000087,PROD04805,3,20227000.0
ORD000087,PROD04091,1,13373000.0
ORD000088,PROD01647,2,14795000.0
ORD000088,PROD04937,2,859000.0
ORD000088,PROD02096,1,20657000.0
ORD000088,PROD01119,1,3601000.0
ORD000089,PROD03004,3,11147000.0
ORD000090,PROD03926,2,14778000.0
ORD000091,PROD02471,2,14868000.0
ORD000092,PROD03382,1,564000.0
ORD000092,PROD02946,1,17175000.0
ORD000092,PROD04784,1,3701000.0
ORD000092,PROD02549,1,20760000.0
ORD000093,PROD00728,2,599000.0
ORD000093,PROD02056,2,8224000.0
ORD000093,PROD00641,2,18628000.0
ORD000093,PROD04858,2,14268000.0
ORD000094,PROD03978,2,17511000.0
ORD000095,PROD00162,2,19823000.0
ORD000095,PROD03112,2,21162000.0
ORD000096,PROD03268,3,106000.0
ORD000096,PROD00646,3,21440000.0
ORD000096,PROD02133,3,2289000.0
ORD000096,PROD04955,1,16947000.0
ORD000097,PROD04144,3,18473000.0
ORD000098,PROD03630,2,21604000.0
ORD000098,PROD01461,1,4768000.0
ORD000098,PROD04053,1,13883000.0
ORD000098,PROD00337,3,6259000.0
ORD000099,PROD00362,1,24823000.0
ORD000100,PROD02981,1,15012000.0
ORD000101,PROD00641,1,18628000.0
ORD000101,PROD02214,2,18469000.0
ORD000102,PROD03748,2,6147000.0
ORD000103,PROD04208,3,3685000.0
ORD000104,PROD02349,2,743000.0
ORD000105,PROD00085,1,1375000.0
ORD000105,PROD01147,1,21008000.0
ORD000106,PROD03333,1,9700000.0
ORD000107,PROD04915,3,19920000.0
ORD000107,PROD00372,2,19846000.0
ORD000108,PROD04116,1,4235000.0
ORD000108,PROD01096,1,7849000.0
ORD000108,PROD02038,3,22179000.0
ORD000109,PROD02019,1,9694000.0
ORD000110,PROD03518,2,221000.0
ORD000110,PROD03119,1,13610000.0
ORD000110,PROD02288,2,21902000.0
ORD000110,PROD00710,1,228000.0
ORD000111,PROD04740,3,2298000.0
ORD000112,PROD01885,3,8762000.0
ORD000112,PROD03172,2,18404000.0
ORD000112,PROD00543,1,862000.0
ORD000112,PROD01486,1,3794000.0
ORD000113,PROD04936,2,21808000.0
ORD000113,PROD01809,2,19071000.0
ORD000113,PROD03170,2,23513000.0
ORD000114,PROD01082,1,14429000.0
ORD000114,PROD03577,2,6249000.0
ORD000114,PROD01233,2,20049000.0
ORD000114,PROD03349,1,17148000.0
ORD000115,PROD00721,3,10876000.0
ORD000116,PROD01255,3,6549000.0
ORD000116,PROD02731,2,7399000.0
ORD000116,PROD00403,2,2750000.0
ORD000117,PROD00269,1,19078000.0
ORD000118,PROD01022,1,20938000.0
ORD000118,PROD03825,3,20604000.0
ORD000118,PROD00653,1,24110000.0
ORD000119,PROD01890,2,22003000.0
ORD000119,PROD04882,3,18190000.0
ORD000119,PROD01980,2,9023000.0
ORD000119,PROD00564,3,7063000.0
ORD000120,PROD03788,3,15240000.0
ORD000120,PROD00295,3,18669000.0
ORD000120,PROD04690,3,7146000.0
ORD000120,PROD00728,1,599000.0
ORD000121,PROD03288,3,20859000.0
ORD000121,PROD01836,1,3222000.0
ORD000122,PROD03598,2,1943000.0
ORD000122,PROD01476,3,7662000.0
ORD000122,PROD02467,2,4326000.0
ORD000123,PROD03555,1,4231000.0
ORD000124,PROD02565,1,389000.0
ORD000125,PROD00580,1,7677000.0
ORD000125,PROD03969,3,21599000.0
ORD000125,PROD02924,2,9887000.0
ORD000126,PROD02075,1,5503000.0
ORD000126,PROD02199,3,23192000.0
ORD000126,PROD02747,1,11173000.0
ORD000126,PROD02690,3,11755000.0
ORD000127,PROD01132,2,6305000.0
ORD000128,PROD00001,3,1529000.0
ORD000128,PROD02661,2,14390000.0
ORD000128,PROD02653,1,7747000.0
ORD000128,PROD02558,1,10784000.0
ORD000129,PROD04058,2,15994000.0
ORD000129,PROD00278,3,19825000.0
ORD000130,PROD03404,3,2887000.0
ORD000130,PROD02606,2,10839000.0
ORD000130,PROD03008,3,21875000.0
ORD000131,PROD00796,2,14117000.0
ORD000131,PROD01985,1,13436000.0
ORD000131,PROD01526,2,15632000.0
ORD000132,PROD02038,3,22179000.0
ORD000132,PROD00477,2,14360000.0
ORD000133,PROD01441,2,10071000.0
ORD000133,PROD03997,2,14008000.0
ORD000133,PROD01180,1,1279000.0
ORD000134,PROD00219,2,12596000.0
ORD000134,PROD03824,3,2050000.0
ORD000134,PROD03385,2,20009000.0
ORD000135,PROD01366,1,15126000.0
ORD000135,PROD00073,1,19650000.0
ORD000135,PROD00495,1,22474000.0
ORD000135,PROD00127,3,10597000.0
ORD000136,PROD02889,2,1505000.0
ORD000136,PROD03627,1,6272000.0
ORD000136,PROD02971,2,8905000.0
ORD000137,PROD03963,1,19788000.0
ORD000137,PROD04899,3,6532000.0
ORD000138,PROD03619,2,1024000.0
ORD000138,PROD02574,3,16486000.0
ORD000138,PROD04179,2,7086000.0
ORD000138,PROD02334,2,2146000.0
ORD000139,PROD03447,3,1770000.0
ORD000139,PROD02903,1,23889000.0
ORD000139,PROD00884,3,4762000.0
ORD000139,PROD00828,2,2373000.0
ORD000140,PROD00561,2,15432000.0
ORD000140,PROD03121,2,114000.0
ORD000140,PROD04933,2,24504000.0
ORD000140,PROD02301,3,4197000.0
ORD000141,PROD01152,1,3752000.0
ORD000141,PROD01325,3,23508000.0
ORD000142,PROD04771,3,7137000.0
ORD000142,PROD03073,1,7615000.0
ORD000143,PROD04344,2,15624000.0
