order_id,product_id,quantity,unit_price
ORD000001,PROD00049,3,11978000.0
ORD000002,PROD00059,2,23031000.0
ORD000002,PROD00018,3,17844000.0
ORD000002,PROD00012,2,4877000.0
ORD000002,PROD00038,1,14255000.0
ORD000003,PROD00022,3,21339000.0
ORD000003,PROD00027,2,24998000.0
ORD000004,PROD00006,2,10072000.0
ORD000004,PROD00021,3,508000.0
ORD000004,PROD00017,1,11263000.0
ORD000004,PROD00008,3,7187000.0
ORD000005,PROD00041,1,18959000.0
ORD000005,PROD00029,2,14108000.0
ORD000005,PROD00049,3,11978000.0
ORD000005,PROD00004,1,13008000.0
ORD000006,PROD00046,2,14928000.0
ORD000006,PROD00011,3,6136000.0
ORD000007,PROD00030,1,24094000.0
ORD000008,PROD00054,3,15645000.0
ORD000008,PROD00031,1,23224000.0
ORD000008,PROD00016,2,20379000.0
ORD000008,PROD00030,1,24094000.0
ORD000009,PROD00053,3,24751000.0
ORD000009,PROD00001,2,8292000.0
ORD000009,PROD00019,3,3788000.0
ORD000010,PROD00030,1,24094000.0
ORD000010,PROD00060,3,12522000.0
ORD000010,PROD00021,1,508000.0
ORD000010,PROD00056,3,7082000.0
ORD000011,PROD00046,2,14928000.0
ORD000011,PROD00059,3,23031000.0
ORD000011,PROD00052,3,15166000.0
ORD000011,PROD00025,1,4560000.0
ORD000012,PROD00056,2,7082000.0
ORD000013,PROD00005,2,15586000.0
ORD000013,PROD00031,2,23224000.0
ORD000014,PROD00021,2,508000.0
ORD000014,PROD00041,3,18959000.0
ORD000014,PROD00046,1,14928000.0
ORD000014,PROD00057,3,14753000.0
ORD000015,PROD00028,1,23741000.0
ORD000016,PROD00051,2,3747000.0
ORD000016,PROD00004,2,13008000.0
ORD000016,PROD00019,2,3788000.0
ORD000017,PROD00012,3,4877000.0
ORD000017,PROD00006,2,10072000.0
ORD000018,PROD00030,1,24094000.0
ORD000018,PROD00017,2,11263000.0
ORD000018,PROD00043,2,13282000.0
ORD000019,PROD00045,2,4645000.0
ORD000019,PROD00017,1,11263000.0
ORD000019,PROD00030,2,24094000.0
ORD000019,PROD00055,2,87000.0
ORD000020,PROD00002,2,976000.0
ORD000020,PROD00054,2,15645000.0
ORD000020,PROD00043,1,13282000.0
ORD000021,PROD00039,2,12199000.0
ORD000021,PROD00052,1,15166000.0
ORD000022,PROD00041,3,18959000.0
ORD000022,PROD00007,3,16939000.0
ORD000023,PROD00006,2,10072000.0
ORD000023,PROD00059,2,23031000.0
ORD000024,PROD00034,2,1743000.0
ORD000024,PROD00033,1,15018000.0
ORD000024,PROD00059,2,23031000.0
ORD000025,PROD00010,1,8393000.0
ORD000026,PROD00030,2,24094000.0
ORD000027,PROD00031,3,23224000.0
ORD000027,PROD00002,3,976000.0
ORD000028,PROD00042,1,5555000.0
ORD000028,PROD00027,1,24998000.0
ORD000028,PROD00008,1,7187000.0
ORD000029,PROD00030,3,24094000.0
ORD000029,PROD00024,3,13362000.0
ORD000029,PROD00043,2,13282000.0
ORD000029,PROD00048,3,23603000.0
ORD000030,PROD00003,1,24606000.0
ORD000030,PROD00045,2,4645000.0
ORD000030,PROD00024,2,13362000.0
ORD000031,PROD00004,1,13008000.0
ORD000031,PROD00026,1,6971000.0
ORD000031,PROD00018,2,17844000.0
ORD000032,PROD00051,2,3747000.0
ORD000033,PROD00038,1,14255000.0
ORD000033,PROD00014,2,11624000.0
ORD000034,PROD00009,2,12789000.0
ORD000034,PROD00035,1,10849000.0
ORD000035,PROD00038,1,14255000.0
ORD000035,PROD00021,1,508000.0
ORD000036,PROD00031,2,23224000.0
ORD000037,PROD00047,3,17706000.0
ORD000038,PROD00028,3,23741000.0
ORD000038,PROD00044,2,6300000.0
ORD000038,PROD00007,1,16939000.0
ORD000038,PROD00032,1,17272000.0
ORD000039,PROD00025,2,4560000.0
ORD000039,PROD00039,2,12199000.0
ORD000039,PROD00034,3,1743000.0
ORD000040,PROD00028,1,23741000.0
ORD000040,PROD00029,2,14108000.0
ORD000041,PROD00043,1,13282000.0
ORD000041,PROD00017,3,11263000.0
ORD000041,PROD00024,2,13362000.0
ORD000042,PROD00052,1,15166000.0
ORD000042,PROD00009,3,12789000.0
ORD000042,PROD00036,3,6767000.0
ORD000043,PROD00056,2,7082000.0
ORD000043,PROD00059,3,23031000.0
ORD000043,PROD00047,2,17706000.0
ORD000043,PROD00004,2,13008000.0
ORD000044,PROD00023,3,745000.0
ORD000045,PROD00039,3,12199000.0
ORD000046,PROD00023,1,745000.0
ORD000046,PROD00001,3,8292000.0
ORD000046,PROD00012,3,4877000.0
ORD000047,PROD00025,2,4560000.0
ORD000047,PROD00027,2,24998000.0
ORD000048,PROD00057,1,14753000.0
ORD000049,PROD00043,2,13282000.0
ORD000049,PROD00028,2,23741000.0
ORD000049,PROD00032,2,17272000.0
ORD000049,PROD00039,1,12199000.0
ORD000050,PROD00034,1,1743000.0
ORD000050,PROD00043,2,13282000.0
ORD000050,PROD00020,3,11659000.0
ORD000050,PROD00003,1,24606000.0
ORD000051,PROD00019,1,3788000.0
ORD000051,PROD00021,2,508000.0
ORD000051,PROD00008,3,7187000.0
ORD000052,PROD00005,3,15586000.0
ORD000052,PROD00026,1,6971000.0
ORD000052,PROD00056,2,7082000.0
ORD000053,PROD00046,1,14928000.0
ORD000053,PROD00041,2,18959000.0
ORD000053,PROD00027,1,24998000.0
ORD000053,PROD00019,2,3788000.0
ORD000054,PROD00055,3,87000.0
ORD000054,PROD00007,2,16939000.0
ORD000054,PROD00016,3,20379000.0
ORD000054,PROD00028,1,23741000.0
ORD000055,PROD00033,3,15018000.0
ORD000056,PROD00016,1,20379000.0
ORD000056,PROD00007,2,16939000.0
ORD000057,PROD00050,2,20556000.0
ORD000057,PROD00041,2,18959000.0
ORD000058,PROD00056,1,7082000.0
ORD000058,PROD00041,2,18959000.0
ORD000058,PROD00021,1,508000.0
ORD000059,PROD00033,2,15018000.0
ORD000059,PROD00005,2,15586000.0
ORD000059,PROD00020,1,11659000.0
ORD000060,PROD00040,3,13904000.0
ORD000061,PROD00029,3,14108000.0
ORD000062,PROD00007,2,16939000.0
ORD000062,PROD00052,3,15166000.0
ORD000062,PROD00058,1,20669000.0
ORD000062,PROD00054,3,15645000.0
ORD000063,PROD00024,2,13362000.0
ORD000063,PROD00059,2,23031000.0
ORD000064,PROD00005,3,15586000.0
ORD000064,PROD00022,3,21339000.0
ORD000064,PROD00007,2,16939000.0
ORD000065,PROD00022,3,21339000.0
ORD000065,PROD00006,3,10072000.0
ORD000066,PROD00039,1,12199000.0
ORD000066,PROD00046,2,14928000.0
ORD000067,PROD00042,3,5555000.0
ORD000068,PROD00022,2,21339000.0
ORD000068,PROD00050,1,20556000.0
ORD000069,PROD00043,2,13282000.0
ORD000070,PROD00047,1,17706000.0
ORD000070,PROD00029,2,14108000.0
